iter	Logloss
159	0.4281340672
160	0.4272488559
161	0.4264550104
162	0.4255284205
163	0.4246310322
164	0.4239383471
165	0.4230655177
166	0.4221417668
167	0.4212953081
168	0.4204698021
169	0.4196623215
170	0.4186048009
171	0.4178834507
172	0.4172150797
173	0.4165439393
174	0.4158212622
175	0.4150006463
176	0.4139476511
177	0.4133401249
178	0.4125546719
179	0.4115839348
180	0.41041129
181	0.4097481221
182	0.408961076
183	0.408376832
184	0.4076284856
185	0.4070930843
186	0.4062649207
187	0.4054377613
188	0.4046611177
189	0.4039516966
190	0.4028385629
191	0.4019421271
192	0.400907301
193	0.400186516
194	0.3996452025
195	0.398941119
196	0.398191681
197	0.3968785009
198	0.3963604964
199	0.3956106087
200	0.3948020557
201	0.3942781488
202	0.3933838582
203	0.3926016991
204	0.391889659
205	0.39142084
206	0.3908774873
207	0.3898878643
208	0.3890834914
209	0.3882981552
210	0.3876125103
211	0.3869437773
212	0.3863427887
213	0.3857640746
214	0.3849223318
215	0.3844549
216	0.3837218183
217	0.3830267742
218	0.3824459291
219	0.381662488
220	0.3810214147
221	0.3801131356
222	0.3792391283
223	0.3784162201
224	0.3773401874
225	0.3769112132
226	0.3759911625
227	0.3754340175
228	0.3745462374
229	0.3739220491
230	0.373276237
231	0.3727172692
232	0.372012516
233	0.3713317402
234	0.3707421468
235	0.37026684
236	0.3697153434
237	0.3689510433
238	0.3682232578
239	0.3675018775
240	0.3669410325
241	0.3661559096
242	0.3655046035
243	0.3649800064
244	0.3642619815
245	0.3637016441
246	0.3630574537
247	0.3625165687
248	0.3619817281
249	0.3612480643
250	0.3605694318
251	0.360097575
252	0.3596471291
253	0.3589913145
254	0.358512729
255	0.3577809549
256	0.3573135161
257	0.3569750593
258	0.3564043678
259	0.3557735864
260	0.3550882714
261	0.3544237377
262	0.3537840888
263	0.3531303982
264	0.3527077754
265	0.3519212836
266	0.3515901611
267	0.3510678119
268	0.3505022555
269	0.3497003276
270	0.3490600042
271	0.3486691023
272	0.3481090873
273	0.3475214992
274	0.3468168689
275	0.3462882986
276	0.3456215363
277	0.3448013135
278	0.3439656612
279	0.3432517392
280	0.3428308868
281	0.3421895538
282	0.3414207442
283	0.3408939498
284	0.3402327571
285	0.3397129746
286	0.3390033051
287	0.3384941188
288	0.3381021513
289	0.337534482
290	0.3369900637
291	0.3362150106
292	0.3356783994
293	0.3352909172
294	0.334590633
295	0.3340663589
296	0.3335444972
297	0.3331043365
298	0.3324883512
299	0.3318602876
300	0.331381933
301	0.3307941484
302	0.3303155753
303	0.3297960407
304	0.3292077964
305	0.3286729199
306	0.327798284
307	0.3271400724
308	0.3265317702
309	0.3259919007
310	0.3255286246
311	0.3249844613
312	0.3243446279
313	0.3235423402
314	0.3228371346
315	0.3221300147
316	0.3216058104
317	0.3211248037
318	0.3205606078
319	0.3199767624
320	0.3194759915
321	0.3189915096
322	0.3184761205
323	0.3180779744
324	0.3178578055
325	0.3172736241
326	0.3167042686
327	0.3162445538
328	0.3158444121
329	0.3153517827
330	0.3146524724
331	0.3138030426
332	0.3130805994
333	0.3127107851
334	0.3122708305
335	0.3119301114
336	0.3115250777
337	0.3108715822
338	0.3104373108
339	0.309781104
340	0.3093098923
341	0.3087533251
342	0.308279765
343	0.3079440787
344	0.3075491376
345	0.3070657985
346	0.3066873625
347	0.3062264696
348	0.3058253466
349	0.3052185434
350	0.3047601273
351	0.3043059407
352	0.3037468669
353	0.303095975
354	0.3024926024
355	0.3019128983
356	0.3011608622
357	0.3005580723
358	0.3002482689
359	0.2997118226
360	0.2993062289
361	0.29893778
362	0.2982280534
363	0.2977742363
364	0.2971845699
365	0.2966425853
366	0.2960782464
367	0.2956350844
368	0.2950716056
369	0.2944731323
370	0.2940106352
371	0.2934120455
372	0.2928935889
373	0.2923705547
374	0.2919414406
375	0.2915568188
376	0.2911808366
377	0.2905705078
378	0.290190509
379	0.289654353
380	0.2891327635
381	0.2886699489
382	0.2881200012
383	0.2874877532
384	0.2872271725
385	0.286884472
386	0.286488763
387	0.2861367441
388	0.2859183048
389	0.2854648712
390	0.2851813405
391	0.2847320781
392	0.2842694632
393	0.2838140946
394	0.2834464419
395	0.283017665
396	0.2825766449
397	0.2819954484
398	0.2815458498
399	0.2810523422
400	0.2806333729
401	0.2802195246
402	0.2798191965
403	0.279484984
404	0.2791115504
405	0.2785324314
406	0.2780971057
407	0.2775960358
408	0.2771766367
409	0.2767465464
410	0.2761167853
411	0.2758304265
412	0.27535569
413	0.2750473054
414	0.2746727925
415	0.2742940756
416	0.273956202
417	0.2734132657
418	0.2729689533
419	0.2726745374
420	0.272202443
421	0.2718186167
422	0.2713183336
423	0.2707025143
424	0.2703791206
425	0.2699075618
426	0.2695319063
427	0.2690990462
428	0.2686953313
429	0.2682472563
430	0.2678914205
431	0.2673434526
432	0.267137473
433	0.2667201144
434	0.266158268
435	0.265775088
436	0.2653598597
437	0.2649307612
438	0.2645265937
439	0.2642483038
440	0.2638900345
441	0.263411498
442	0.263151393
443	0.2626139854
444	0.2622884627
445	0.2619554128
446	0.261628553
447	0.2613184426
448	0.2610228906
449	0.2605812745
450	0.2601158365
451	0.259605835
452	0.2591462163
453	0.2585475762
454	0.2581301416
455	0.2575791179
456	0.2571442475
457	0.2566157733
458	0.2560770164
459	0.2557037126
460	0.255475158
461	0.2549527309
462	0.2545462098
463	0.2541131168
464	0.2537335908
465	0.2533675429
466	0.25296203
467	0.2526563018
468	0.2523899748
469	0.2519843039
470	0.2515727696
471	0.251054087
472	0.250653231
473	0.2502117137
474	0.2496633516
475	0.2493127272
476	0.2488462751
477	0.2483756558
478	0.2480713302
479	0.2475696793
480	0.2470049941
481	0.2465595422
482	0.2461994898
483	0.2459802394
484	0.2455568892
485	0.2452431817
486	0.2446889811
487	0.2443080138
488	0.2439161376
489	0.243427132
490	0.2430122043
491	0.2426621469
492	0.2422472144
493	0.2418403546
494	0.2414352678
495	0.2412008179
496	0.2407700674
497	0.2404640025
498	0.2400647422
499	0.2395985334
500	0.2393017498
501	0.2389440003
502	0.238476058
503	0.2381596929
504	0.2378268207
505	0.2373928256
506	0.2371093571
507	0.2365757774
508	0.2361355224
509	0.2357525785
510	0.2353826089
511	0.2351409212
512	0.2348927207
513	0.2343789004
514	0.2339813348
515	0.2336992861
516	0.2334570381
517	0.2330151659
518	0.2325289853
519	0.2320771616
520	0.231674577
521	0.2312648986
522	0.230920317
523	0.2303070841
524	0.2300730652
525	0.229717672
526	0.2292177506
527	0.2289221419
528	0.2286313631
529	0.2282284403
530	0.2278212069
531	0.2275905363
532	0.2272029966
533	0.2268406266
534	0.226657018
535	0.2260617464
536	0.2257246755
537	0.2253038758
538	0.2249184676
539	0.2245824585
540	0.2242911555
541	0.2239340999
542	0.2235781723
543	0.2233011454
544	0.2226986788
545	0.2222669427
546	0.2220086089
547	0.2215776933
548	0.2212547517
549	0.2209239422
550	0.2206084891
551	0.2201943501
552	0.2198622686
553	0.2193426037
554	0.2188982571
555	0.2187745521
556	0.2184007384
557	0.2181077324
558	0.217801166
559	0.2173506299
560	0.216994407
561	0.2167327245
562	0.2164160802
563	0.2161826527
564	0.2159824371
565	0.2156476361
566	0.2152773432
567	0.2148410702
568	0.2144927469
569	0.2142600209
570	0.2138835348
571	0.2135623021
572	0.2131493145
573	0.2127904739
574	0.2121854542
575	0.2118447569
576	0.2114933928
577	0.2110747731
578	0.210756641
579	0.2104293005
580	0.2102188991
581	0.2100199706
582	0.2097454071
583	0.2094839608
584	0.2088179267
585	0.2086106354
586	0.2082447501
587	0.2077960081
588	0.2074403827
589	0.2071543847
590	0.2067195537
591	0.2064938803
592	0.2062213284
593	0.2058350376
594	0.2055062954
595	0.2052242511
596	0.2048964317
597	0.2046794339
598	0.2043798109
599	0.2041555863
600	0.2038435168
601	0.2035502176
602	0.2032724847
603	0.2029081294
604	0.2025747344
605	0.2022683982
606	0.2019130773
607	0.2016312295
608	0.2012962509
609	0.200871894
610	0.200398533
611	0.2000281106
612	0.1996858008
613	0.1994049521
614	0.1991882521
615	0.198895912
616	0.1986123621
617	0.1981306041
618	0.1977647558
619	0.1973596666
620	0.1970863945
621	0.1968886824
622	0.1964265263
623	0.1962006556
624	0.1958499142
625	0.1954072515
626	0.1952495157
627	0.1950811248
628	0.1948124938
629	0.1945423545
630	0.194248354
631	0.1938449823
632	0.1935567467
633	0.1932863814
634	0.1930481364
635	0.1927953335
636	0.1925437002
637	0.1922793979
638	0.1920266353
639	0.1917178516
640	0.1913435412
641	0.1909673596
642	0.1906328865
643	0.1903222434
644	0.1899173686
645	0.189643992
646	0.1893989343
647	0.1891015205
648	0.1888964532
649	0.1885090383
650	0.1881278172
651	0.1879081823
652	0.1876421085
653	0.1872986013
654	0.1869577027
655	0.1867287244
656	0.1863592621
657	0.1860479577
658	0.1856946789
659	0.1853051222
660	0.1849522713
661	0.1846193802
662	0.1843428498
663	0.1840929779
664	0.1838926042
665	0.1836355984
666	0.1833326384
667	0.1829938318
668	0.1826683889
669	0.182432475
670	0.1821371564
671	0.1819723286
672	0.1817465433
673	0.1814018364
674	0.1810955503
675	0.1806956276
676	0.1804293375
677	0.1799945519
678	0.1797158909
679	0.1795334083
680	0.179176989
681	0.1788604649
682	0.1785940321
683	0.1784082109
684	0.1781244879
685	0.1778281595
686	0.177582989
687	0.1772360476
688	0.1768348975
689	0.1765183843
690	0.1762523953
691	0.1760320564
692	0.1756035983
693	0.1753563114
694	0.1750959062
695	0.1748462015
696	0.1746165774
697	0.1743773733
698	0.1741087469
699	0.1737659764
700	0.1734549342
701	0.1731103274
702	0.1727954158
703	0.1725951153
704	0.1722244482
705	0.1718619457
706	0.1715894117
707	0.171413404
708	0.1711040553
709	0.1709149047
710	0.1706488727
711	0.1702302091
712	0.1699090826
713	0.1696408029
714	0.1694515478
715	0.1692578121
716	0.1690072208
717	0.1687919805
718	0.1685143509
719	0.1679754326
720	0.167681169
721	0.1674882779
722	0.1672158697
723	0.1669834958
724	0.1667493517
725	0.1664091069
726	0.166215907
727	0.1660720447
728	0.1657370483
729	0.1654065548
730	0.1650681317
731	0.1647951868
732	0.1644804669
733	0.1643314893
734	0.1640591559
735	0.1637331684
736	0.163499315
737	0.1632469554
738	0.1628972156
739	0.1626335438
740	0.1623316924
741	0.1621688943
742	0.1618716391
743	0.1616461006
744	0.1613074245
745	0.1610316653
746	0.1608275378
747	0.1605167262
748	0.1601273805
749	0.159792074
750	0.1593836977
751	0.159049021
752	0.1586956874
753	0.1585167927
754	0.1580898591
755	0.1578440422
756	0.1574632619
757	0.1572048249
758	0.1569608287
759	0.1566538196
760	0.1563365256
761	0.1561364498
762	0.1559281244
763	0.1555957056
764	0.1552959234
765	0.1548580368
766	0.1546327501
767	0.1543675297
768	0.1541336728
769	0.1538335533
770	0.1535380184
771	0.1533428045
772	0.1530198569
773	0.1527974516
774	0.152530192
775	0.1522216583
776	0.151894705
777	0.1516277022
778	0.1513328562
779	0.1510381299
780	0.150790768
781	0.1505458064
782	0.1503469514
783	0.1500371705
784	0.149748132
785	0.1494900121
786	0.1492294189
787	0.1491111914
788	0.1487967018
789	0.1485224291
790	0.1482621241
791	0.1479757475
792	0.1477622142
793	0.1475310477
794	0.1473084139
795	0.1469903517
796	0.1467154724
797	0.1464987997
798	0.1461234075
799	0.1457556922
800	0.1454785393
801	0.1452453982
802	0.144921316
803	0.1446565058
804	0.1443835085
805	0.1439928393
806	0.1437391188
807	0.1434371258
808	0.1431020964
809	0.1427882296
810	0.1424784172
811	0.1422189254
812	0.141995802
813	0.1417626294
814	0.1416010612
815	0.141397492
816	0.141118641
817	0.1408000405
818	0.140619376
819	0.1403286827
820	0.1401507643
821	0.139874962
822	0.1396146457
823	0.1392964612
824	0.1390769731
825	0.1388762833
826	0.1387134817
827	0.1385620293
828	0.1383308779
829	0.1380608761
830	0.1377330665
831	0.1375144391
832	0.1373717758
833	0.1371031789
834	0.1367716001
835	0.1365231135
836	0.136302726
837	0.1360247969
838	0.1357382989
839	0.1354616216
840	0.1352202679
841	0.1349372574
842	0.1346787506
843	0.1344554103
844	0.1342704072
845	0.1340018022
846	0.1337603329
847	0.1335199466
848	0.1331987436
849	0.1329824882
850	0.1327112547
851	0.1324746176
852	0.1322616955
853	0.1318550848
854	0.1315914827
855	0.1313216809
856	0.131063722
857	0.1308358263
858	0.1305838896
859	0.130304376
860	0.1301234204
861	0.1299429756
862	0.1297239765
863	0.1294378427
864	0.129094497
865	0.12892975
866	0.1286743205
867	0.1284539813
868	0.1282906579
869	0.1280223012
870	0.1278125588
871	0.1275659626
872	0.1273126654
873	0.1270724414
874	0.1267751638
875	0.1265459214
876	0.1263766387
877	0.1261276193
878	0.1258571521
879	0.1255095765
880	0.1252589921
881	0.1249922009
882	0.1247371024
883	0.1245641981
884	0.1243480724
885	0.1241439852
886	0.123886267
887	0.1236580285
888	0.1234614167
889	0.1233035262
890	0.1230296939
891	0.1228249194
892	0.1226611616
893	0.1223715086
894	0.1220525107
895	0.1217898588
896	0.1215452736
897	0.1212030266
898	0.1210213519
899	0.1208605931
900	0.1206424323
901	0.1204956774
902	0.1202365127
903	0.1200652446
904	0.119857655
905	0.1196342249
906	0.1194872613
907	0.1192554824
908	0.1190512154
909	0.1189478394
910	0.1187012592
911	0.1184723098
912	0.1181877616
913	0.1180521556
914	0.1178443613
915	0.1176306813
916	0.1174231378
917	0.1171942925
918	0.1170056145
919	0.1168493874
920	0.1165849178
921	0.1163688031
922	0.1161837934
923	0.1159466275
924	0.1157295242
925	0.1154947181
926	0.1153767192
927	0.1151825836
928	0.1150537334
929	0.114852831
930	0.1146528456
931	0.1145365855
932	0.1142311801
933	0.1139887813
934	0.1138144829
935	0.1136501733
936	0.1134004254
937	0.1131681011
938	0.112936809
939	0.112716527
940	0.1125943048
941	0.11232895
942	0.1120247287
943	0.111890459
944	0.1116951507
945	0.111593061
946	0.111373391
947	0.1112374117
948	0.1109601514
949	0.110777373
950	0.110700099
951	0.1104972659
952	0.1103435032
953	0.1101688837
954	0.1099655888
955	0.1097751128
956	0.1095570029
957	0.1094388044
958	0.1092389542
959	0.1090570515
960	0.1088587636
961	0.1086912841
962	0.1085401808
963	0.1083848408
964	0.1082491857
965	0.1080882541
966	0.1078586797
967	0.1076513925
968	0.1074389911
969	0.1071684898
970	0.1069431386
971	0.1067654834
972	0.1065932001
973	0.1064118241
974	0.1062155325
975	0.1060887274
976	0.1058819836
977	0.1057303186
978	0.1055081067
979	0.105269329
980	0.1051082418
981	0.1048895305
982	0.1046656917
983	0.1043871667
984	0.1041860775
985	0.1039916297
986	0.1038282359
987	0.1037217877
988	0.1035433266
989	0.1033692972
990	0.1032192793
991	0.1030424081
992	0.1028008241
993	0.1026470527
994	0.1024873073
995	0.102337892
996	0.102167186
997	0.101967253
998	0.1018079044
999	0.101602399
